activity_id,project_id,equipment_id,equipment_type,system_type,activity_type,complexity,complexity_score,planned_start_date,planned_end_date,planned_duration_days,actual_start_date,actual_end_date,status,is_delayed,delay_days,num_dependencies,contractor,contractor_performance_score,resource_availability,document_completeness_pct,weather_sensitive,prior_similar_experience,num_issues_encountered,num_change_orders,budget_variance_pct
PRJ-001-ACT-0110,PRJ-001,UPS-110,UPS,BMS,Installation,High,3,2023-07-01,2023-07-05,4,2023-06-29,2023-07-12,Completed - Delayed,True,7,1,Siemens,0.73,Full,0.95,False,False,0,0,-0.025
PRJ-001-ACT-0111,PRJ-001,VAV-Box-111,VAV Box,BMS,Documentation Review,Medium,2,2023-09-11,2023-09-20,9,2023-09-10,2023-09-27,Completed - Delayed,True,7,3,Siemens,0.68,Partial,0.58,False,True,7,1,0.178
PRJ-001-ACT-0112,PRJ-001,BMS-Controller-112,BMS Controller,Electrical,Functional Testing,High,3,2023-05-24,2023-06-02,9,2023-05-29,2023-06-19,Completed - Delayed,True,17,2,Siemens,0.75,Limited,0.79,False,False,7,2,0.266
PRJ-001-ACT-0113,PRJ-001,Fan-113,Fan,Plumbing,Functional Testing,Medium,2,2023-04-04,2023-04-14,10,2023-04-07,2023-04-21,Completed - Delayed,True,7,5,Siemens,0.66,Partial,0.73,False,False,3,3,0.12
PRJ-001-ACT-0114,PRJ-001,Fire-Alarm-Panel-114,Fire Alarm Panel,Plumbing,Startup,Critical,4,2023-10-05,2023-10-19,14,,,In Progress - At Risk,True,18,5,Siemens,0.86,Partial,0.68,False,False,8,0,0.11
PRJ-001-ACT-0115,PRJ-001,Exhaust-Fan-115,Exhaust Fan,HVAC,Documentation Review,Low,1,2023-04-05,2023-04-18,13,2023-04-10,2023-05-05,Completed - Delayed,True,17,3,Siemens,0.65,Limited,0.54,False,True,7,3,-0.094
PRJ-001-ACT-0116,PRJ-001,UPS-116,UPS,BMS,Functional Testing,High,3,2023-03-27,2023-03-28,1,2023-03-27,2023-03-26,Completed - On Time,False,0,4,Siemens,0.99,Full,0.7,False,False,2,0,-0.014
PRJ-001-ACT-0117,PRJ-001,Transformer-117,Transformer,BMS,Startup,High,3,2023-10-18,2023-10-24,6,2023-10-18,2023-10-24,Completed - On Time,False,0,3,Siemens,0.63,Partial,0.68,False,True,0,0,-0.036
PRJ-001-ACT-0118,PRJ-001,Electrical-Switchgear-118,Electrical Switchgear,Fire Protection,Performance Testing,Low,1,2023-07-23,2023-07-24,1,2023-07-21,2023-07-28,Completed - Delayed,True,4,5,Siemens,0.67,Partial,0.91,False,False,7,2,-0.081
PRJ-001-ACT-0119,PRJ-001,Air-Handler-119,Air Handler,Plumbing,Performance Testing,Low,1,2023-08-15,2023-08-26,11,,,In Progress - On Track,False,0,1,Siemens,0.97,Partial,0.41,False,True,2,0,0.035
PRJ-001-ACT-0120,PRJ-001,Exhaust-Fan-120,Exhaust Fan,Fire Protection,Documentation Review,High,3,2023-11-08,2023-11-17,9,,,In Progress - On Track,False,0,3,Siemens,0.9,Full,0.87,False,True,0,0,0.001
PRJ-001-ACT-0121,PRJ-001,VAV-Box-121,VAV Box,BMS,Performance Testing,High,3,2023-07-03,2023-07-16,13,,,In Progress - At Risk,True,13,0,Siemens,0.85,Partial,0.69,False,False,6,0,0.209
PRJ-001-ACT-0122,PRJ-001,Pump-122,Pump,Electrical,Documentation Review,High,3,2023-04-11,2023-04-13,2,,,In Progress - At Risk,True,4,1,Siemens,0.75,Limited,0.49,False,False,4,3,0.044
PRJ-001-ACT-0123,PRJ-001,Pump-123,Pump,HVAC,Installation,Critical,4,2023-04-15,2023-04-18,3,2023-04-14,2023-05-06,Completed - Delayed,True,18,3,Siemens,0.82,Limited,0.64,False,True,5,3,-0.095
PRJ-001-ACT-0124,PRJ-001,Electrical-Switchgear-124,Electrical Switchgear,Fire Protection,Equipment Delivery,Medium,2,2023-09-25,2023-10-04,9,,,In Progress - At Risk,True,9,4,Siemens,0.81,Limited,0.63,False,True,2,3,0.01
PRJ-001-ACT-0125,PRJ-001,Pump-125,Pump,Fire Protection,Equipment Delivery,Medium,2,2023-06-24,2023-06-29,5,2023-06-22,2023-07-09,Completed - Delayed,True,10,5,Siemens,0.85,Limited,0.77,False,False,5,3,0.222
PRJ-001-ACT-0126,PRJ-001,Fan-126,Fan,Fire Protection,Startup,Medium,2,2023-07-12,2023-07-26,14,2023-07-15,2023-08-08,Completed - Delayed,True,13,2,Siemens,0.73,Limited,0.52,False,False,7,1,0.03
PRJ-001-ACT-0127,PRJ-001,Pump-127,Pump,Fire Protection,Startup,Medium,2,2023-04-22,2023-05-02,10,2023-04-24,2023-05-01,Completed - On Time,False,0,4,Siemens,1.0,Full,0.81,False,True,1,0,0.073
PRJ-001-ACT-0128,PRJ-001,VAV-Box-128,VAV Box,Fire Protection,Documentation Review,High,3,2023-07-29,2023-08-01,3,2023-08-03,2023-08-21,Completed - Delayed,True,20,1,Siemens,0.7,Full,0.83,False,False,8,3,0.117
PRJ-001-ACT-0129,PRJ-001,VAV-Box-129,VAV Box,Plumbing,Documentation Review,Low,1,2023-11-08,2023-11-21,13,2023-11-07,2023-11-23,Completed - On Time,False,0,0,Siemens,0.91,Limited,0.8,False,True,2,1,0.095
PRJ-001-ACT-0130,PRJ-001,Fan-130,Fan,Fire Protection,Equipment Delivery,High,3,2023-03-26,2023-03-28,2,2023-03-31,2023-04-10,Completed - Delayed,True,13,1,Siemens,0.8,Limited,0.73,False,True,8,1,0.038
PRJ-001-ACT-0131,PRJ-001,HVAC-Chiller-131,HVAC Chiller,Fire Protection,Equipment Delivery,Low,1,2023-06-07,2023-06-14,7,2023-06-12,2023-06-21,Completed - Delayed,True,7,0,Siemens,0.93,Limited,0.49,False,False,1,3,0.189
PRJ-001-ACT-0132,PRJ-001,Generator-132,Generator,Plumbing,Equipment Delivery,Low,1,2023-06-08,2023-06-09,1,2023-06-08,2023-06-27,Completed - Delayed,True,18,0,Siemens,0.86,Limited,0.88,True,True,6,3,-0.007
PRJ-001-ACT-0133,PRJ-001,Electrical-Switchgear-133,Electrical Switchgear,Electrical,Installation,Critical,4,2023-09-03,2023-09-14,11,2023-09-01,2023-09-27,Completed - Delayed,True,13,3,Siemens,0.61,Limited,0.93,False,False,3,2,0.201
PRJ-001-ACT-0134,PRJ-001,VAV-Box-134,VAV Box,HVAC,Performance Testing,Medium,2,2023-04-19,2023-05-02,13,2023-04-22,2023-05-23,Completed - Delayed,True,21,2,Siemens,0.73,Partial,0.47,False,False,6,0,0.039
PRJ-001-ACT-0135,PRJ-001,Exhaust-Fan-135,Exhaust Fan,Fire Protection,Performance Testing,High,3,2023-05-07,2023-05-21,14,2023-05-07,2023-05-25,Completed - Delayed,True,4,4,Siemens,0.84,Limited,0.48,False,True,2,3,0.067
PRJ-001-ACT-0136,PRJ-001,Boiler-136,Boiler,BMS,Functional Testing,Critical,4,2023-07-10,2023-07-13,3,,,In Progress - At Risk,True,16,5,Siemens,0.81,Limited,0.96,False,True,5,3,0.148
PRJ-001-ACT-0137,PRJ-001,Exhaust-Fan-137,Exhaust Fan,Plumbing,Equipment Delivery,Medium,2,2023-07-26,2023-07-29,3,2023-07-28,2023-07-30,Completed - On Time,False,0,3,Siemens,0.99,Limited,0.79,False,False,0,0,0.069
PRJ-001-ACT-0138,PRJ-001,Cooling-Tower-138,Cooling Tower,Plumbing,Equipment Delivery,High,3,2023-06-02,2023-06-06,4,2023-06-05,2023-06-15,Completed - Delayed,True,9,1,Siemens,0.83,Partial,0.73,True,True,0,3,0.119
PRJ-001-ACT-0139,PRJ-001,Electrical-Switchgear-139,Electrical Switchgear,HVAC,Documentation Review,Medium,2,2023-10-22,2023-11-02,11,2023-10-21,2023-11-03,Completed - On Time,False,0,2,Siemens,0.95,Full,0.67,False,False,0,0,-0.019
PRJ-001-ACT-0140,PRJ-001,BMS-Controller-140,BMS Controller,BMS,Documentation Review,Critical,4,2023-06-21,2023-07-05,14,2023-06-22,2023-07-07,Completed - On Time,False,0,1,Siemens,0.85,Full,0.89,False,True,1,1,-0.007
PRJ-001-ACT-0141,PRJ-001,Pump-141,Pump,BMS,Documentation Review,Medium,2,2023-10-18,2023-10-20,2,,,In Progress - On Track,False,0,3,Siemens,0.97,Partial,0.92,False,True,1,0,0.064
PRJ-001-ACT-0142,PRJ-001,Fire-Alarm-Panel-142,Fire Alarm Panel,Fire Protection,Functional Testing,High,3,2023-04-29,2023-05-09,10,2023-05-02,2023-05-18,Completed - Delayed,True,9,5,Siemens,0.77,Partial,0.45,False,True,7,2,0.133
PRJ-001-ACT-0143,PRJ-001,Exhaust-Fan-143,Exhaust Fan,HVAC,Documentation Review,High,3,2023-07-19,2023-07-30,11,2023-07-21,2023-07-30,Completed - On Time,False,0,0,Siemens,0.92,Partial,0.53,False,False,1,1,0.032
PRJ-001-ACT-0144,PRJ-001,Boiler-144,Boiler,BMS,Functional Testing,Low,1,2023-10-11,2023-10-17,6,2023-10-15,2023-10-18,Completed - Delayed,True,1,0,Siemens,0.64,Partial,0.41,False,True,2,2,-0.036
PRJ-001-ACT-0145,PRJ-001,Pump-145,Pump,HVAC,Documentation Review,Low,1,2023-06-24,2023-06-29,5,2023-06-28,2023-07-07,Completed - Delayed,True,8,2,Siemens,0.87,Limited,0.5,False,False,1,0,-0.015
PRJ-001-ACT-0146,PRJ-001,Air-Handler-146,Air Handler,Electrical,Performance Testing,Critical,4,2023-05-20,2023-05-29,9,2023-05-19,2023-06-14,Completed - Delayed,True,16,0,Siemens,0.6,Partial,0.89,False,False,1,0,-0.059
PRJ-001-ACT-0147,PRJ-001,Fan-147,Fan,Plumbing,Installation,Medium,2,2023-06-29,2023-07-12,13,2023-06-29,2023-07-13,Completed - On Time,False,0,5,Siemens,1.0,Full,0.44,False,True,0,0,0.088
PRJ-001-ACT-0148,PRJ-001,Transformer-148,Transformer,Fire Protection,Installation,Medium,2,2023-04-15,2023-04-17,2,2023-04-16,2023-04-22,Completed - Delayed,True,5,0,Siemens,0.84,Partial,0.61,False,False,1,1,0.121
PRJ-001-ACT-0149,PRJ-001,Transformer-149,Transformer,BMS,Startup,Low,1,2023-10-09,2023-10-21,12,2023-10-10,2023-10-19,Completed - On Time,False,0,5,Siemens,0.95,Full,0.71,False,True,0,1,0.008
PRJ-001-ACT-0150,PRJ-001,Cooling-Tower-150,Cooling Tower,Fire Protection,Documentation Review,Low,1,2023-08-23,2023-08-25,2,2023-08-21,2023-08-28,Completed - Delayed,True,3,2,Siemens,0.65,Limited,0.65,True,True,0,2,-0.014
PRJ-001-ACT-0151,PRJ-001,HVAC-Chiller-151,HVAC Chiller,Fire Protection,Performance Testing,Critical,4,2023-06-05,2023-06-16,11,2023-06-04,2023-06-26,Completed - Delayed,True,10,3,Siemens,0.88,Full,0.78,False,True,3,1,0.115
PRJ-001-ACT-0152,PRJ-001,Electrical-Switchgear-152,Electrical Switchgear,BMS,Documentation Review,Low,1,2023-10-05,2023-10-19,14,,,In Progress - At Risk,True,3,2,Siemens,0.88,Limited,0.97,False,True,0,2,0.166
PRJ-001-ACT-0153,PRJ-001,Fire-Alarm-Panel-153,Fire Alarm Panel,Electrical,Equipment Delivery,Medium,2,2023-03-27,2023-04-08,12,2023-03-29,2023-04-13,Completed - Delayed,True,5,5,Siemens,0.6,Partial,0.97,False,False,1,0,0.034
PRJ-001-ACT-0154,PRJ-001,Electrical-Switchgear-154,Electrical Switchgear,Plumbing,Performance Testing,Low,1,2023-04-09,2023-04-14,5,2023-04-08,2023-04-23,Completed - Delayed,True,9,3,Siemens,0.78,Partial,0.43,False,True,1,1,0.196
PRJ-001-ACT-0155,PRJ-001,HVAC-Chiller-155,HVAC Chiller,HVAC,Equipment Delivery,Critical,4,2023-05-25,2023-05-26,1,2023-05-29,2023-06-16,Completed - Delayed,True,21,2,Siemens,0.75,Full,0.51,False,True,3,3,0.266
PRJ-001-ACT-0156,PRJ-001,Fan-156,Fan,Plumbing,Equipment Delivery,Low,1,2023-08-17,2023-08-23,6,2023-08-16,2023-08-24,Completed - On Time,False,0,4,Siemens,0.87,Full,0.51,False,True,1,1,-0.037
PRJ-001-ACT-0157,PRJ-001,Generator-157,Generator,HVAC,Startup,High,3,2023-05-14,2023-05-19,5,,,In Progress - At Risk,True,18,5,Siemens,0.79,Limited,0.98,True,True,6,0,-0.007
PRJ-001-ACT-0158,PRJ-001,Fan-158,Fan,HVAC,Startup,Critical,4,2023-03-24,2023-04-06,13,2023-03-24,2023-04-08,Completed - Delayed,True,2,5,Siemens,0.89,Full,0.52,False,True,1,0,0.269
PRJ-001-ACT-0159,PRJ-001,Exhaust-Fan-159,Exhaust Fan,BMS,Functional Testing,Critical,4,2023-09-19,2023-09-25,6,2023-09-17,2023-10-14,Completed - Delayed,True,19,5,Siemens,0.63,Full,0.7,False,False,2,1,0.017
PRJ-001-ACT-0160,PRJ-001,Exhaust-Fan-160,Exhaust Fan,Plumbing,Functional Testing,High,3,2023-09-19,2023-10-03,14,,,In Progress - At Risk,True,19,2,Siemens,0.78,Full,0.44,False,True,2,3,0.086
PRJ-001-ACT-0161,PRJ-001,Electrical-Switchgear-161,Electrical Switchgear,HVAC,Performance Testing,Medium,2,2023-06-23,2023-07-06,13,2023-06-21,2023-07-16,Completed - Delayed,True,10,3,Siemens,0.72,Partial,0.91,False,True,5,1,-0.064
PRJ-001-ACT-0162,PRJ-001,Cooling-Tower-162,Cooling Tower,Plumbing,Functional Testing,High,3,2023-08-02,2023-08-03,1,,,In Progress - At Risk,True,4,2,Siemens,0.67,Partial,0.91,True,True,0,1,-0.048
PRJ-001-ACT-0163,PRJ-001,Exhaust-Fan-163,Exhaust Fan,Fire Protection,Startup,Low,1,2023-09-15,2023-09-26,11,2023-09-20,2023-10-17,Completed - Delayed,True,21,4,Siemens,0.83,Full,0.41,False,True,1,2,-0.051
PRJ-001-ACT-0164,PRJ-001,Generator-164,Generator,HVAC,Installation,Critical,4,2023-08-17,2023-08-24,7,,,In Progress - At Risk,True,15,3,Siemens,0.87,Full,0.61,False,True,3,2,0.1
PRJ-001-ACT-0165,PRJ-001,UPS-165,UPS,Fire Protection,Equipment Delivery,Critical,4,2023-04-15,2023-04-20,5,2023-04-13,2023-05-08,Completed - Delayed,True,18,1,Siemens,0.77,Limited,0.93,False,True,5,3,0.118
PRJ-001-ACT-0166,PRJ-001,Generator-166,Generator,Plumbing,Performance Testing,Critical,4,2023-07-30,2023-08-05,6,2023-08-02,2023-08-21,Completed - Delayed,True,16,2,Siemens,0.73,Full,0.42,False,False,3,1,-0.06
PRJ-001-ACT-0167,PRJ-001,Fire-Alarm-Panel-167,Fire Alarm Panel,Electrical,Startup,Low,1,2023-08-07,2023-08-21,14,2023-08-10,2023-09-09,Completed - Delayed,True,19,1,Siemens,0.83,Partial,0.61,False,True,5,0,0.181
PRJ-001-ACT-0168,PRJ-001,Fan-168,Fan,BMS,Performance Testing,Medium,2,2023-04-29,2023-05-09,10,,,In Progress - At Risk,True,20,3,Siemens,0.82,Full,0.69,False,True,7,0,0.033
PRJ-001-ACT-0169,PRJ-001,Transformer-169,Transformer,Electrical,Installation,Medium,2,2023-06-19,2023-07-01,12,2023-06-20,2023-06-29,Completed - On Time,False,0,2,Siemens,0.62,Full,0.75,False,True,2,1,0.038
PRJ-001-ACT-0170,PRJ-001,Fan-170,Fan,Plumbing,Startup,Critical,4,2023-04-27,2023-04-30,3,2023-04-27,2023-05-19,Completed - Delayed,True,19,5,Siemens,0.98,Limited,0.59,False,False,4,1,-0.029
PRJ-001-ACT-0171,PRJ-001,HVAC-Chiller-171,HVAC Chiller,BMS,Functional Testing,Low,1,2023-10-27,2023-11-09,13,2023-10-27,2023-11-09,Completed - On Time,False,0,1,Siemens,0.84,Limited,0.53,False,True,0,1,0.097
PRJ-001-ACT-0172,PRJ-001,Boiler-172,Boiler,HVAC,Documentation Review,High,3,2023-09-11,2023-09-22,11,,,In Progress - At Risk,True,4,3,Siemens,0.6,Full,0.55,False,True,7,3,0.288
PRJ-001-ACT-0173,PRJ-001,Electrical-Switchgear-173,Electrical Switchgear,Fire Protection,Functional Testing,Critical,4,2023-06-21,2023-06-30,9,2023-06-19,2023-07-03,Completed - Delayed,True,3,0,Siemens,0.93,Limited,0.79,False,True,5,2,0.281
PRJ-001-ACT-0174,PRJ-001,Air-Handler-174,Air Handler,Plumbing,Installation,Medium,2,2023-11-06,2023-11-13,7,2023-11-06,2023-11-27,Completed - Delayed,True,14,5,Siemens,0.63,Full,0.6,False,False,6,1,-0.079
PRJ-001-ACT-0175,PRJ-001,Fan-175,Fan,Electrical,Installation,High,3,2023-07-06,2023-07-18,12,,,In Progress - At Risk,True,16,5,Siemens,0.71,Full,0.46,False,False,0,3,-0.065
PRJ-001-ACT-0176,PRJ-001,Exhaust-Fan-176,Exhaust Fan,BMS,Functional Testing,Low,1,2023-05-14,2023-05-16,2,2023-05-15,2023-05-17,Completed - On Time,False,0,1,Siemens,0.67,Partial,0.99,False,False,2,1,-0.036
PRJ-001-ACT-0177,PRJ-001,UPS-177,UPS,Fire Protection,Installation,High,3,2023-06-26,2023-07-03,7,,,In Progress - At Risk,True,9,1,Siemens,0.78,Partial,0.66,False,False,1,0,0.167
PRJ-001-ACT-0178,PRJ-001,VAV-Box-178,VAV Box,BMS,Functional Testing,Medium,2,2023-10-03,2023-10-13,10,2023-10-05,2023-10-15,Completed - On Time,False,0,4,Siemens,0.62,Partial,0.89,False,False,1,1,-0.038
PRJ-001-ACT-0179,PRJ-001,Exhaust-Fan-179,Exhaust Fan,HVAC,Performance Testing,Medium,2,2023-08-17,2023-08-26,9,,,In Progress - On Track,False,0,0,Siemens,0.98,Partial,0.5,False,True,0,1,-0.02
PRJ-001-ACT-0180,PRJ-001,Exhaust-Fan-180,Exhaust Fan,Electrical,Performance Testing,Low,1,2023-05-29,2023-06-04,6,2023-05-28,2023-06-06,Completed - On Time,False,0,0,Siemens,0.76,Partial,0.73,False,False,1,0,0.012
PRJ-001-ACT-0181,PRJ-001,Boiler-181,Boiler,BMS,Performance Testing,Low,1,2023-08-20,2023-09-02,13,2023-08-21,2023-09-03,Completed - On Time,False,0,0,Siemens,0.83,Full,0.87,False,False,2,1,-0.044
PRJ-001-ACT-0182,PRJ-001,Pump-182,Pump,Fire Protection,Installation,Critical,4,2023-08-29,2023-09-08,10,,,In Progress - On Track,False,0,0,Siemens,0.76,Partial,0.81,False,True,1,1,-0.008
PRJ-001-ACT-0183,PRJ-001,Generator-183,Generator,HVAC,Installation,Critical,4,2023-04-27,2023-05-02,5,2023-05-02,2023-05-16,Completed - Delayed,True,14,2,Siemens,0.77,Limited,0.45,False,False,5,0,0.106
PRJ-001-ACT-0184,PRJ-001,Boiler-184,Boiler,HVAC,Startup,Critical,4,2023-09-21,2023-09-30,9,2023-09-19,2023-10-07,Completed - Delayed,True,7,1,Siemens,0.91,Limited,0.93,False,True,7,0,0.267
PRJ-001-ACT-0185,PRJ-001,BMS-Controller-185,BMS Controller,Electrical,Startup,Critical,4,2023-06-26,2023-07-10,14,,,In Progress - At Risk,True,20,4,Siemens,0.76,Full,0.81,False,True,7,2,0.038
PRJ-001-ACT-0186,PRJ-001,Exhaust-Fan-186,Exhaust Fan,Plumbing,Documentation Review,Low,1,2023-10-22,2023-11-03,12,,,In Progress - On Track,False,0,2,Siemens,0.61,Full,0.5,False,True,1,0,0.08
PRJ-001-ACT-0187,PRJ-001,VAV-Box-187,VAV Box,HVAC,Functional Testing,Medium,2,2023-04-26,2023-05-07,11,2023-04-27,2023-05-08,Completed - On Time,False,0,4,Siemens,0.92,Full,0.55,False,False,1,1,-0.012
PRJ-001-ACT-0188,PRJ-001,Generator-188,Generator,Plumbing,Documentation Review,Critical,4,2023-08-04,2023-08-18,14,2023-08-06,2023-09-07,Completed - Delayed,True,20,4,Siemens,0.8,Limited,0.98,False,False,1,3,-0.074
PRJ-001-ACT-0189,PRJ-001,Pump-189,Pump,Plumbing,Startup,High,3,2023-05-29,2023-06-09,11,2023-05-27,2023-06-14,Completed - Delayed,True,5,1,Siemens,0.66,Full,0.94,False,False,4,2,0.263
PRJ-001-ACT-0190,PRJ-001,Electrical-Switchgear-190,Electrical Switchgear,Fire Protection,Documentation Review,Medium,2,2023-04-02,2023-04-12,10,2023-04-03,2023-04-14,Completed - On Time,False,0,2,Siemens,0.89,Full,0.81,False,False,0,0,-0.006
PRJ-001-ACT-0191,PRJ-001,Generator-191,Generator,Electrical,Documentation Review,Medium,2,2023-05-29,2023-06-10,12,2023-06-01,2023-06-21,Completed - Delayed,True,11,5,Siemens,0.86,Full,0.61,True,False,4,3,0.24
PRJ-001-ACT-0192,PRJ-001,Generator-192,Generator,HVAC,Documentation Review,Low,1,2023-08-20,2023-08-30,10,2023-08-20,2023-09-04,Completed - Delayed,True,5,3,Siemens,0.8,Limited,0.63,True,False,5,3,0.295
PRJ-001-ACT-0193,PRJ-001,Generator-193,Generator,Electrical,Startup,Medium,2,2023-10-30,2023-11-11,12,2023-10-31,2023-11-20,Completed - Delayed,True,9,0,Siemens,0.85,Full,0.59,False,True,2,1,0.096
PRJ-001-ACT-0194,PRJ-001,VAV-Box-194,VAV Box,HVAC,Installation,Critical,4,2023-08-28,2023-09-04,7,2023-08-26,2023-09-16,Completed - Delayed,True,12,3,Siemens,0.77,Partial,0.63,False,True,8,1,-0.093
PRJ-001-ACT-0195,PRJ-001,HVAC-Chiller-195,HVAC Chiller,Electrical,Installation,High,3,2023-09-17,2023-09-23,6,2023-09-19,2023-09-25,Completed - Delayed,True,2,1,Siemens,0.64,Limited,0.75,False,True,7,2,0.073
PRJ-001-ACT-0196,PRJ-001,Fire-Alarm-Panel-196,Fire Alarm Panel,Electrical,Startup,High,3,2023-11-09,2023-11-17,8,2023-11-10,2023-11-22,Completed - Delayed,True,5,1,Siemens,0.67,Partial,0.41,False,True,8,1,-0.051
PRJ-001-ACT-0197,PRJ-001,BMS-Controller-197,BMS Controller,HVAC,Functional Testing,High,3,2023-11-03,2023-11-14,11,2023-11-01,2023-11-15,Completed - Delayed,True,1,4,Siemens,0.85,Limited,1.0,False,True,6,3,0.052
PRJ-001-ACT-0198,PRJ-001,UPS-198,UPS,Plumbing,Functional Testing,Medium,2,2023-09-19,2023-09-22,3,2023-09-20,2023-09-24,Completed - On Time,False,0,5,Siemens,0.87,Full,0.58,False,True,0,1,0.075
PRJ-001-ACT-0199,PRJ-001,Air-Handler-199,Air Handler,BMS,Documentation Review,High,3,2023-08-29,2023-08-31,2,2023-08-29,2023-08-31,Completed - On Time,False,0,0,Siemens,0.91,Partial,0.52,False,True,1,0,-0.044
PRJ-001-ACT-0200,PRJ-001,Generator-200,Generator,Electrical,Documentation Review,Medium,2,2023-07-25,2023-07-31,6,2023-07-24,2023-08-03,Completed - Delayed,True,3,0,Siemens,0.64,Full,0.9,False,False,1,2,0.158
PRJ-001-ACT-0201,PRJ-001,Generator-201,Generator,Plumbing,Startup,Low,1,2023-07-20,2023-07-21,1,2023-07-19,2023-07-25,Completed - Delayed,True,4,1,Siemens,0.94,Partial,0.88,True,False,0,0,0.241
PRJ-001-ACT-0202,PRJ-001,Fire-Alarm-Panel-202,Fire Alarm Panel,Electrical,Startup,High,3,2023-06-23,2023-07-01,8,2023-06-25,2023-07-16,Completed - Delayed,True,15,5,Siemens,0.64,Partial,0.51,False,False,7,3,0.16
PRJ-001-ACT-0203,PRJ-001,VAV-Box-203,VAV Box,Electrical,Equipment Delivery,Low,1,2023-04-26,2023-05-08,12,2023-04-29,2023-05-21,Completed - Delayed,True,13,1,Siemens,0.64,Limited,0.69,False,False,2,3,0.268
PRJ-001-ACT-0204,PRJ-001,Air-Handler-204,Air Handler,Fire Protection,Functional Testing,High,3,2023-04-04,2023-04-06,2,2023-04-05,2023-04-08,Completed - On Time,False,0,5,Siemens,0.73,Limited,0.92,False,True,2,0,0.015
PRJ-001-ACT-0205,PRJ-001,BMS-Controller-205,BMS Controller,Electrical,Functional Testing,Critical,4,2023-06-20,2023-07-01,11,2023-06-25,2023-07-07,Completed - Delayed,True,6,1,Siemens,0.94,Limited,0.94,False,True,2,0,0.201
PRJ-002-ACT-0001,PRJ-002,Cooling-Tower-001,Cooling Tower,Plumbing,Startup,Medium,2,2023-11-20,2023-11-29,9,2023-11-22,2023-11-27,Completed - On Time,False,0,0,Carrier,0.75,Full,0.45,True,False,1,1,-0.032
PRJ-002-ACT-0002,PRJ-002,Generator-002,Generator,HVAC,Equipment Delivery,Low,1,2024-01-04,2024-01-11,7,2024-01-04,2024-01-12,Completed - On Time,False,0,0,Carrier,0.6,Full,0.88,True,False,1,0,0.072
PRJ-002-ACT-0003,PRJ-002,Exhaust-Fan-003,Exhaust Fan,Fire Protection,Startup,Critical,4,2024-01-24,2024-02-06,13,2024-01-22,2024-02-14,Completed - Delayed,True,8,0,Carrier,0.89,Partial,0.83,False,True,4,2,0.181
PRJ-002-ACT-0004,PRJ-002,HVAC-Chiller-004,HVAC Chiller,Electrical,Functional Testing,Critical,4,2023-12-01,2023-12-15,14,2023-12-02,2023-12-28,Completed - Delayed,True,13,0,Carrier,0.64,Limited,0.52,False,True,3,2,-0.057
PRJ-002-ACT-0005,PRJ-002,Electrical-Switchgear-005,Electrical Switchgear,HVAC,Documentation Review,Low,1,2024-02-29,2024-03-11,11,2024-02-28,2024-03-13,Completed - On Time,False,0,0,Carrier,0.91,Partial,0.67,False,True,2,1,0.076
PRJ-002-ACT-0006,PRJ-002,Generator-006,Generator,BMS,Installation,Medium,2,2024-02-10,2024-02-20,10,2024-02-14,2024-03-04,Completed - Delayed,True,13,0,Carrier,0.65,Partial,0.79,True,False,3,2,0.059
PRJ-002-ACT-0007,PRJ-002,Fan-007,Fan,Plumbing,Functional Testing,Medium,2,2024-02-25,2024-02-28,3,2024-02-26,2024-03-01,Completed - On Time,False,0,0,Carrier,0.77,Limited,0.93,False,False,0,0,0.044
PRJ-002-ACT-0008,PRJ-002,Pump-008,Pump,Plumbing,Documentation Review,Medium,2,2023-11-30,2023-12-12,12,2023-12-02,2023-12-14,Completed - On Time,False,0,0,Carrier,0.8,Limited,0.78,False,True,2,1,0.051
PRJ-002-ACT-0009,PRJ-002,Exhaust-Fan-009,Exhaust Fan,BMS,Startup,Critical,4,2024-03-05,2024-03-19,14,2024-03-06,2024-03-21,Completed - Delayed,True,2,0,Carrier,0.92,Limited,0.46,False,False,2,2,0.173
PRJ-002-ACT-0010,PRJ-002,Boiler-010,Boiler,HVAC,Documentation Review,Medium,2,2024-02-22,2024-02-27,5,2024-02-23,2024-03-16,Completed - Delayed,True,18,0,Carrier,0.9,Full,0.62,False,False,8,3,-0.005
PRJ-002-ACT-0011,PRJ-002,VAV-Box-011,VAV Box,Plumbing,Documentation Review,Critical,4,2024-02-07,2024-02-08,1,2024-02-08,2024-02-17,Completed - Delayed,True,9,0,Carrier,0.76,Limited,0.59,False,True,7,1,0.265
PRJ-002-ACT-0012,PRJ-002,BMS-Controller-012,BMS Controller,Plumbing,Performance Testing,Medium,2,2024-01-22,2024-02-03,12,2024-01-21,2024-02-09,Completed - Delayed,True,6,5,Carrier,0.99,Partial,0.67,False,True,6,2,0.123
PRJ-002-ACT-0013,PRJ-002,Boiler-013,Boiler,Electrical,Performance Testing,Low,1,2024-03-01,2024-03-06,5,2024-03-02,2024-03-07,Completed - On Time,False,0,2,Carrier,0.79,Full,0.42,False,False,2,1,-0.039
PRJ-002-ACT-0014,PRJ-002,BMS-Controller-014,BMS Controller,Plumbing,Performance Testing,Low,1,2023-12-12,2023-12-15,3,2023-12-15,2023-12-22,Completed - Delayed,True,7,4,Carrier,0.66,Limited,0.72,False,True,4,1,0.28
